t_granted,feeder,iter,state,vupdate,source_v_pu,source_ang_deg,dist_bus,vavg_pu,va_pu,vb_pu,vc_pu
0.96,1,34,NEXT_STEP,False,0.968422,13.973487,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
0.99,1,35,NEXT_STEP,False,0.968422,13.973487,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
1.02,1,36,NEXT_STEP,False,0.968422,13.973487,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
1.05,1,38,NEXT_STEP,False,0.943138,13.079966,regxfmr_hvmv_sub_lsb,0.92802,0.928352,0.928028,0.927681
1.08,1,40,NEXT_STEP,False,0.936327,12.871072,regxfmr_hvmv_sub_lsb,0.921367,0.921696,0.921392,0.921012
1.11,1,42,NEXT_STEP,False,0.968422,12.84128,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
1.14,1,44,NEXT_STEP,False,0.964007,14.003478,regxfmr_hvmv_sub_lsb,0.948572,0.948902,0.948352,0.948464
1.17,1,46,NEXT_STEP,False,0.97295,14.424049,regxfmr_hvmv_sub_lsb,0.957442,0.95775,0.957086,0.957491
1.2,1,48,NEXT_STEP,False,0.978356,14.726844,regxfmr_hvmv_sub_lsb,0.962823,0.963113,0.962368,0.962989
1.23,1,50,NEXT_STEP,False,0.981194,14.938506,regxfmr_hvmv_sub_lsb,0.965653,0.96593,0.965142,0.965888
1.26,1,52,NEXT_STEP,False,0.982239,15.068478,regxfmr_hvmv_sub_lsb,0.966696,0.966968,0.966163,0.966956
1.29,1,54,NEXT_STEP,False,0.982051,15.12415,regxfmr_hvmv_sub_lsb,0.966508,0.966781,0.965979,0.966764
1.32,1,56,NEXT_STEP,False,0.981035,15.11503,regxfmr_hvmv_sub_lsb,0.965495,0.965772,0.964986,0.965725
1.35,1,58,NEXT_STEP,False,0.9795,15.054396,regxfmr_hvmv_sub_lsb,0.963964,0.964248,0.963486,0.964157
1.38,1,60,NEXT_STEP,False,0.977692,14.958299,regxfmr_hvmv_sub_lsb,0.962162,0.962454,0.961719,0.962313
1.41,1,62,NEXT_STEP,False,0.975812,14.843268,regxfmr_hvmv_sub_lsb,0.96029,0.960588,0.959882,0.960399
1.44,1,64,NEXT_STEP,False,0.974012,14.724011,regxfmr_hvmv_sub_lsb,0.958499,0.958803,0.958124,0.958569
1.47,1,66,NEXT_STEP,False,0.972402,14.611709,regxfmr_hvmv_sub_lsb,0.956898,0.957207,0.956551,0.956936
1.5,1,68,NEXT_STEP,False,0.971044,14.513347,regxfmr_hvmv_sub_lsb,0.955549,0.955862,0.955224,0.955562
1.53,1,70,NEXT_STEP,False,0.969958,14.431897,regxfmr_hvmv_sub_lsb,0.954472,0.954787,0.954163,0.954465
1.56,1,72,NEXT_STEP,False,0.969131,14.367155,regxfmr_hvmv_sub_lsb,0.953651,0.953969,0.953356,0.95363
1.59,1,74,NEXT_STEP,False,0.968531,14.316895,regxfmr_hvmv_sub_lsb,0.953056,0.953375,0.952769,0.953025
1.62,1,76,NEXT_STEP,False,0.968111,14.277994,regxfmr_hvmv_sub_lsb,0.95264,0.952959,0.952359,0.952601
1.65,1,78,NEXT_STEP,False,0.967828,14.247235,regxfmr_hvmv_sub_lsb,0.952359,0.952679,0.952083,0.952315
1.68,1,80,NEXT_STEP,False,0.967643,14.221945,regxfmr_hvmv_sub_lsb,0.952176,0.952496,0.951902,0.952128
1.71,1,82,NEXT_STEP,False,0.967525,14.200152,regxfmr_hvmv_sub_lsb,0.952059,0.95238,0.951787,0.952009
1.74,1,84,NEXT_STEP,False,0.967452,14.180609,regxfmr_hvmv_sub_lsb,0.951986,0.952307,0.951716,0.951935
1.77,1,86,NEXT_STEP,False,0.967411,14.162641,regxfmr_hvmv_sub_lsb,0.951946,0.952267,0.951676,0.951894
1.8,1,88,NEXT_STEP,False,0.967393,14.14595,regxfmr_hvmv_sub_lsb,0.951928,0.952249,0.951658,0.951876
1.83,1,90,NEXT_STEP,False,0.967394,14.130436,regxfmr_hvmv_sub_lsb,0.951929,0.95225,0.951659,0.951877
1.86,1,92,NEXT_STEP,False,0.96741,14.116059,regxfmr_hvmv_sub_lsb,0.951945,0.952266,0.951675,0.951893
1.89,1,94,NEXT_STEP,False,0.967438,14.102764,regxfmr_hvmv_sub_lsb,0.951972,0.952294,0.951702,0.951921
1.92,1,96,NEXT_STEP,False,0.967476,14.090456,regxfmr_hvmv_sub_lsb,0.95201,0.952331,0.951739,0.95196
1.95,1,98,NEXT_STEP,False,0.967521,14.079005,regxfmr_hvmv_sub_lsb,0.952055,0.952376,0.951783,0.952005
1.98,1,100,NEXT_STEP,False,0.967569,14.068274,regxfmr_hvmv_sub_lsb,0.952102,0.952423,0.95183,0.952053
2.01,1,102,NEXT_STEP,False,0.96762,14.058141,regxfmr_hvmv_sub_lsb,0.952153,0.952474,0.95188,0.952105
2.04,1,104,NEXT_STEP,False,0.967669,14.048509,regxfmr_hvmv_sub_lsb,0.952201,0.952522,0.951928,0.952154
2.07,1,106,NEXT_STEP,False,0.967717,14.039324,regxfmr_hvmv_sub_lsb,0.952249,0.95257,0.951974,0.952203
2.1,1,108,NEXT_STEP,False,0.967763,14.030556,regxfmr_hvmv_sub_lsb,0.952295,0.952615,0.952019,0.952249
2.13,1,110,NEXT_STEP,False,0.967805,14.022197,regxfmr_hvmv_sub_lsb,0.952336,0.952657,0.95206,0.952292
2.16,1,112,NEXT_STEP,False,0.967845,14.014252,regxfmr_hvmv_sub_lsb,0.952376,0.952696,0.952099,0.952332
2.19,1,114,NEXT_STEP,False,0.967882,14.006722,regxfmr_hvmv_sub_lsb,0.952413,0.952733,0.952136,0.952369
2.22,1,116,NEXT_STEP,False,0.967916,13.999602,regxfmr_hvmv_sub_lsb,0.952446,0.952766,0.952169,0.952404
2.25,1,118,NEXT_STEP,False,0.967949,13.992881,regxfmr_hvmv_sub_lsb,0.952479,0.952799,0.952201,0.952437
2.28,1,120,NEXT_STEP,False,0.967979,13.986537,regxfmr_hvmv_sub_lsb,0.952509,0.952829,0.95223,0.952467
2.31,1,122,NEXT_STEP,False,0.968008,13.980548,regxfmr_hvmv_sub_lsb,0.952538,0.952857,0.952259,0.952497
2.34,1,124,NEXT_STEP,False,0.968035,13.974884,regxfmr_hvmv_sub_lsb,0.952564,0.952884,0.952285,0.952524
2.37,1,126,NEXT_STEP,False,0.96806,13.969525,regxfmr_hvmv_sub_lsb,0.952589,0.952909,0.952309,0.952549
2.4,1,128,NEXT_STEP,False,0.968083,13.964451,regxfmr_hvmv_sub_lsb,0.952612,0.952932,0.952332,0.952572
2.43,1,130,NEXT_STEP,False,0.968105,13.959645,regxfmr_hvmv_sub_lsb,0.952634,0.952953,0.952353,0.952595
2.46,1,132,NEXT_STEP,False,0.968126,13.955097,regxfmr_hvmv_sub_lsb,0.952655,0.952974,0.952374,0.952616
2.49,1,134,NEXT_STEP,False,0.968144,13.950797,regxfmr_hvmv_sub_lsb,0.952672,0.952992,0.952391,0.952634
2.52,1,136,NEXT_STEP,False,0.968162,13.946743,regxfmr_hvmv_sub_lsb,0.95269,0.95301,0.952409,0.952652
2.55,1,138,NEXT_STEP,False,0.968178,13.942924,regxfmr_hvmv_sub_lsb,0.952706,0.953026,0.952425,0.952668
2.58,1,140,NEXT_STEP,False,0.968193,13.939336,regxfmr_hvmv_sub_lsb,0.952721,0.95304,0.952439,0.952683
2.61,1,142,NEXT_STEP,False,0.968207,13.935972,regxfmr_hvmv_sub_lsb,0.952735,0.953054,0.952453,0.952698
2.64,1,144,NEXT_STEP,False,0.968221,13.93282,regxfmr_hvmv_sub_lsb,0.952749,0.953068,0.952467,0.952712
2.67,1,146,NEXT_STEP,False,0.968233,13.929872,regxfmr_hvmv_sub_lsb,0.952761,0.95308,0.952478,0.952724
2.7,1,148,NEXT_STEP,False,0.968245,13.927119,regxfmr_hvmv_sub_lsb,0.952773,0.953092,0.95249,0.952736
2.73,1,150,NEXT_STEP,False,0.968256,13.924547,regxfmr_hvmv_sub_lsb,0.952784,0.953103,0.952501,0.952747
2.76,1,152,NEXT_STEP,False,0.968267,13.922148,regxfmr_hvmv_sub_lsb,0.952794,0.953114,0.952512,0.952758
2.79,1,154,NEXT_STEP,False,0.968276,13.919909,regxfmr_hvmv_sub_lsb,0.952803,0.953123,0.95252,0.952767
2.82,1,156,NEXT_STEP,False,0.968286,13.917824,regxfmr_hvmv_sub_lsb,0.952813,0.953132,0.95253,0.952777
2.85,1,158,NEXT_STEP,False,0.968294,13.915881,regxfmr_hvmv_sub_lsb,0.952821,0.95314,0.952538,0.952785
2.88,1,160,NEXT_STEP,False,0.968303,13.914073,regxfmr_hvmv_sub_lsb,0.95283,0.953149,0.952547,0.952794
2.91,1,162,NEXT_STEP,False,0.96831,13.912392,regxfmr_hvmv_sub_lsb,0.952837,0.953156,0.952554,0.952802
2.94,1,164,NEXT_STEP,False,0.968317,13.910831,regxfmr_hvmv_sub_lsb,0.952844,0.953163,0.95256,0.952809
2.97,1,166,NEXT_STEP,False,0.968324,13.909381,regxfmr_hvmv_sub_lsb,0.952851,0.95317,0.952567,0.952816
3.0,1,168,NEXT_STEP,False,0.968331,13.908037,regxfmr_hvmv_sub_lsb,0.952858,0.953177,0.952574,0.952823
3.03,1,170,NEXT_STEP,False,0.968337,13.906792,regxfmr_hvmv_sub_lsb,0.952864,0.953183,0.95258,0.952829
3.06,1,172,NEXT_STEP,False,0.968342,13.905642,regxfmr_hvmv_sub_lsb,0.952869,0.953188,0.952585,0.952834
3.09,1,174,NEXT_STEP,False,0.968348,13.904581,regxfmr_hvmv_sub_lsb,0.952875,0.953194,0.952591,0.95284
3.12,1,176,NEXT_STEP,False,0.968353,13.903601,regxfmr_hvmv_sub_lsb,0.95288,0.953199,0.952596,0.952845
3.15,1,178,NEXT_STEP,False,0.968358,13.902699,regxfmr_hvmv_sub_lsb,0.952885,0.953204,0.952601,0.95285
3.18,1,180,NEXT_STEP,False,0.968362,13.90187,regxfmr_hvmv_sub_lsb,0.952889,0.953208,0.952604,0.952854
3.21,1,182,NEXT_STEP,False,0.968366,13.901109,regxfmr_hvmv_sub_lsb,0.952893,0.953212,0.952608,0.952858
3.24,1,184,NEXT_STEP,False,0.96837,13.900412,regxfmr_hvmv_sub_lsb,0.952897,0.953216,0.952612,0.952862
3.27,1,186,NEXT_STEP,False,0.968374,13.899773,regxfmr_hvmv_sub_lsb,0.952901,0.953219,0.952616,0.952866
3.3,1,188,NEXT_STEP,False,0.968377,13.89919,regxfmr_hvmv_sub_lsb,0.952904,0.953222,0.952619,0.952869
3.33,1,190,NEXT_STEP,False,0.968381,13.898659,regxfmr_hvmv_sub_lsb,0.952908,0.953226,0.952623,0.952873
3.36,1,192,NEXT_STEP,False,0.968384,13.898175,regxfmr_hvmv_sub_lsb,0.952911,0.953229,0.952626,0.952876
3.39,1,194,NEXT_STEP,False,0.968387,13.897736,regxfmr_hvmv_sub_lsb,0.952913,0.953232,0.952629,0.952879
3.42,1,196,NEXT_STEP,False,0.968389,13.89734,regxfmr_hvmv_sub_lsb,0.952915,0.953234,0.952631,0.952881
3.45,1,198,NEXT_STEP,False,0.968392,13.896983,regxfmr_hvmv_sub_lsb,0.952918,0.953237,0.952634,0.952884
3.48,1,200,NEXT_STEP,False,0.968394,13.896661,regxfmr_hvmv_sub_lsb,0.95292,0.953239,0.952636,0.952886
3.51,1,202,NEXT_STEP,False,0.968397,13.896374,regxfmr_hvmv_sub_lsb,0.952923,0.953242,0.952639,0.952889
3.54,1,204,NEXT_STEP,False,0.968399,13.896116,regxfmr_hvmv_sub_lsb,0.952925,0.953244,0.952641,0.952891
3.57,1,206,NEXT_STEP,False,0.968401,13.895889,regxfmr_hvmv_sub_lsb,0.952927,0.953246,0.952643,0.952893
3.6,1,208,NEXT_STEP,False,0.968403,13.895688,regxfmr_hvmv_sub_lsb,0.952929,0.953248,0.952644,0.952895
3.63,1,210,NEXT_STEP,False,0.968404,13.895512,regxfmr_hvmv_sub_lsb,0.95293,0.953249,0.952645,0.952896
3.66,1,212,NEXT_STEP,False,0.968406,13.89536,regxfmr_hvmv_sub_lsb,0.952932,0.953251,0.952647,0.952898
3.69,1,214,NEXT_STEP,False,0.968407,13.895228,regxfmr_hvmv_sub_lsb,0.952933,0.953252,0.952648,0.952899
3.72,1,216,NEXT_STEP,False,0.968409,13.895117,regxfmr_hvmv_sub_lsb,0.952935,0.953254,0.95265,0.952901
3.75,1,218,NEXT_STEP,False,0.96841,13.895022,regxfmr_hvmv_sub_lsb,0.952936,0.953255,0.952651,0.952902
3.78,1,220,NEXT_STEP,False,0.968411,13.894946,regxfmr_hvmv_sub_lsb,0.952937,0.953256,0.952652,0.952903
3.81,1,222,NEXT_STEP,False,0.968413,13.894884,regxfmr_hvmv_sub_lsb,0.952939,0.953258,0.952654,0.952905
3.84,1,224,NEXT_STEP,False,0.968414,13.894835,regxfmr_hvmv_sub_lsb,0.95294,0.953259,0.952655,0.952907
3.87,1,226,NEXT_STEP,False,0.968415,13.8948,regxfmr_hvmv_sub_lsb,0.952941,0.95326,0.952656,0.952908
3.9,1,228,NEXT_STEP,False,0.968416,13.894777,regxfmr_hvmv_sub_lsb,0.952942,0.953261,0.952657,0.952909
3.93,1,230,NEXT_STEP,False,0.968416,13.894764,regxfmr_hvmv_sub_lsb,0.952942,0.953261,0.952657,0.952909
3.96,1,232,NEXT_STEP,False,0.968417,13.894762,regxfmr_hvmv_sub_lsb,0.952943,0.953262,0.952658,0.95291
3.99,1,234,NEXT_STEP,False,0.968418,13.894767,regxfmr_hvmv_sub_lsb,0.952944,0.953263,0.952659,0.952911
4.02,1,236,NEXT_STEP,False,0.968419,13.894781,regxfmr_hvmv_sub_lsb,0.952945,0.953264,0.95266,0.952912
4.05,1,238,NEXT_STEP,False,0.968419,13.894801,regxfmr_hvmv_sub_lsb,0.952945,0.953264,0.95266,0.952912
4.08,1,240,NEXT_STEP,False,0.96842,13.894829,regxfmr_hvmv_sub_lsb,0.952946,0.953265,0.952661,0.952913
4.11,1,242,NEXT_STEP,False,0.96842,13.894862,regxfmr_hvmv_sub_lsb,0.952946,0.953265,0.952661,0.952913
4.14,1,244,NEXT_STEP,False,0.968421,13.894901,regxfmr_hvmv_sub_lsb,0.952947,0.953266,0.952662,0.952914
4.17,1,246,NEXT_STEP,False,0.968421,13.894943,regxfmr_hvmv_sub_lsb,0.952947,0.953266,0.952662,0.952914
4.2,1,248,NEXT_STEP,False,0.968422,13.89499,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
4.23,1,250,NEXT_STEP,False,0.968422,13.895039,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
4.26,1,252,NEXT_STEP,False,0.968422,13.895093,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
4.29,1,254,NEXT_STEP,False,0.968423,13.895149,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
4.32,1,256,NEXT_STEP,False,0.968423,13.895206,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
4.35,1,258,NEXT_STEP,False,0.968423,13.895265,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
4.38,1,260,NEXT_STEP,False,0.968423,13.895326,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
4.41,1,262,NEXT_STEP,False,0.968424,13.895389,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
4.44,1,264,NEXT_STEP,False,0.968424,13.89545,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
4.47,1,266,NEXT_STEP,False,0.968424,13.895513,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
4.5,1,268,NEXT_STEP,False,0.968424,13.895577,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
4.53,1,270,NEXT_STEP,False,0.968424,13.89564,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
4.56,1,272,NEXT_STEP,False,0.968424,13.895703,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
4.59,1,274,NEXT_STEP,False,0.968424,13.895766,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
4.62,1,276,NEXT_STEP,False,0.968424,13.895828,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
4.65,1,278,NEXT_STEP,False,0.968425,13.895889,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.68,1,280,NEXT_STEP,False,0.968425,13.895948,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.71,1,282,NEXT_STEP,False,0.968425,13.896007,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.74,1,284,NEXT_STEP,False,0.968425,13.896064,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.77,1,286,NEXT_STEP,False,0.968425,13.89612,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.8,1,288,NEXT_STEP,False,0.968425,13.896174,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.83,1,290,NEXT_STEP,False,0.968425,13.896227,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.86,1,292,NEXT_STEP,False,0.968425,13.896278,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.89,1,294,NEXT_STEP,False,0.968425,13.896326,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.92,1,296,NEXT_STEP,False,0.968425,13.896373,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.95,1,298,NEXT_STEP,False,0.968425,13.896419,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
4.98,1,300,NEXT_STEP,False,0.968425,13.896462,regxfmr_hvmv_sub_lsb,0.952951,0.95327,0.952666,0.952918
5.01,1,302,NEXT_STEP,False,0.968424,13.896503,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.04,1,304,NEXT_STEP,False,0.968424,13.896544,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.07,1,306,NEXT_STEP,False,0.968424,13.896583,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.1,1,308,NEXT_STEP,False,0.968424,13.896619,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.13,1,310,NEXT_STEP,False,0.968424,13.896654,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.16,1,312,NEXT_STEP,False,0.968424,13.896688,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.19,1,314,NEXT_STEP,False,0.968424,13.896719,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.22,1,316,NEXT_STEP,False,0.968424,13.89675,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.25,1,318,NEXT_STEP,False,0.968424,13.896778,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.28,1,320,NEXT_STEP,False,0.968424,13.896805,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.31,1,322,NEXT_STEP,False,0.968424,13.89683,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.34,1,324,NEXT_STEP,False,0.968424,13.896853,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.37,1,326,NEXT_STEP,False,0.968424,13.896874,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.4,1,328,NEXT_STEP,False,0.968424,13.896893,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.43,1,330,NEXT_STEP,False,0.968424,13.896909,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.46,1,332,NEXT_STEP,False,0.968424,13.896923,regxfmr_hvmv_sub_lsb,0.95295,0.953269,0.952665,0.952917
5.49,1,334,NEXT_STEP,False,0.968423,13.896935,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.52,1,336,NEXT_STEP,False,0.968423,13.896947,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.55,1,338,NEXT_STEP,False,0.968423,13.896955,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.58,1,340,NEXT_STEP,False,0.968423,13.896962,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.61,1,342,NEXT_STEP,False,0.968423,13.896967,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.64,1,344,NEXT_STEP,False,0.968423,13.89697,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.67,1,346,NEXT_STEP,False,0.968423,13.896971,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.7,1,348,NEXT_STEP,False,0.968423,13.896971,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.73,1,350,NEXT_STEP,False,0.968423,13.896969,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.76,1,352,NEXT_STEP,False,0.968423,13.896965,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.79,1,354,NEXT_STEP,False,0.968423,13.896961,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.82,1,356,NEXT_STEP,False,0.968423,13.896954,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.85,1,358,NEXT_STEP,False,0.968423,13.896946,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.88,1,360,NEXT_STEP,False,0.968423,13.896937,regxfmr_hvmv_sub_lsb,0.952949,0.953268,0.952664,0.952916
5.91,1,362,NEXT_STEP,False,0.968422,13.896927,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
5.94,1,364,NEXT_STEP,False,0.968422,13.896916,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
5.97,1,366,NEXT_STEP,False,0.968422,13.896903,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
6.0,1,368,NEXT_STEP,False,0.968422,13.896888,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
6.03,1,370,NEXT_STEP,False,0.968422,13.896872,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
6.06,1,372,NEXT_STEP,False,0.968422,13.896856,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
6.09,1,374,NEXT_STEP,False,0.968422,13.896837,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
6.12,1,376,NEXT_STEP,False,0.968422,13.896818,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
6.15,1,378,NEXT_STEP,False,0.968422,13.896798,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
6.18,1,380,NEXT_STEP,False,0.968422,13.896776,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
6.21,1,382,NEXT_STEP,False,0.968422,13.896754,regxfmr_hvmv_sub_lsb,0.952948,0.953267,0.952663,0.952915
