t_granted,feeder,iter,state,vupdate,source_v_pu,source_ang_deg,dist_bus,vavg_pu,va_pu,vb_pu,vc_pu,vpos_pu,alert_signal,alert_bus,alert_v_pu,alert_vpos_pu,alert_vavg_pu,fidvr_stage,tx_v_pu,motor_p_scale,motor_q_scale,caps_on,cap_fraction,tap_pu,restore_frac,motor_slip_avg,motor_slip_max,motor_pf_avg,motor_running_groups,motor_stalled_groups,motor_tripped_groups,motor_restoring_groups,dynamics_enabled,tap_reg1,tap_reg2,tap_reg3
0.055,1,22,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.06,1,24,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.065,1,26,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.07,1,28,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.075,1,30,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.08,1,32,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.085,1,34,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.09,1,36,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.095,1,38,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.1,1,40,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.105,1,42,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.11,1,43,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.115,1,45,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.12,1,46,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.125,1,48,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.13,1,49,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.135,1,51,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.14,1,52,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.145,1,54,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.15,1,56,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.155,1,58,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.16,1,59,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.165,1,61,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.17,1,62,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.175,1,64,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.18,1,66,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.185,1,68,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.19,1,69,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.195,1,71,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.2,1,72,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.205,1,74,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.21,1,75,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.215,1,77,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.22,1,78,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.225,1,80,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.23,1,81,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.235,1,83,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.24,1,85,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.245,1,87,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.25,1,88,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.255,1,90,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.26,1,91,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.265,1,93,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.27,1,95,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.275,1,97,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.28,1,99,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.285,1,101,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.29,1,103,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.295,1,105,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.3,1,107,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.305,1,109,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.31,1,111,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.315,1,113,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.32,1,115,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.325,1,117,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.33,1,118,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.335,1,120,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.34,1,122,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.345,1,124,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.35,1,126,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.355,1,128,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.36,1,129,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.365,1,131,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.37,1,133,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.375,1,135,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.38,1,137,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.385,1,139,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.39,1,141,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.395,1,142,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.4,1,144,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.405,1,146,ITERATING,True,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.41,1,147,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.415,1,148,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.42,1,149,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.425,1,150,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.43,1,151,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.435,1,152,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.44,1,153,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.445,1,154,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.45,1,155,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.455,1,156,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.46,1,157,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.465,1,158,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.47,1,159,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.475,1,160,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.48,1,161,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.485,1,162,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
0.49,1,163,NEXT_STEP,False,1.03,-1.871417,650,1.029844,1.029818,1.029876,1.029838,1.029844,dist_bus,650,1.029844,1.029844,1.029844,DISABLED,1.03,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
