iter,outer_iter,t_granted,cosim_dt,tx_tds_step,state,updated,P_total,Q_total,Vmag,Vang_rad,fault_idx,fault_bus,fault_active,fault_rf,fault_xf,fault_bus_vmag,fault_bus_vang_rad,event_line_idx,event_bus1,event_bus2,event_line_status,event_bus1_vmag,event_bus1_vang_rad,event_bus2_vmag,event_bus2_vang_rad,event_bus_angle_diff_deg,postfault_line_idx,postfault_bus1,postfault_bus2,postfault_line_status,delta_min_deg,delta_max_deg,delta_spread_deg,delta_min_idx,delta_min_bus,delta_max_idx,delta_max_bus,omega_min_pu,omega_max_pu,omega_max_dev,omega_min_idx,omega_min_bus,omega_max_idx,omega_max_bus,vf_min_pu,vf_max_pu,vf_min_idx,vf_min_bus,vf_max_idx,vf_max_bus
15,1,0.06,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000226371957,-0.0326623876030008,,,,,,,,Line_3,2,3,1.0,1.0300000226371957,-0.0326623876030008,1.0100000174186734,-0.0634056517058883,1.7614592815515095,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550706160594,2.0339284765840504,GENROU_5,8,GENROU_2,2
16,1,0.065,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000232122533,-0.0326623871309195,,,,,,,,Line_3,2,3,1.0,1.0300000232122533,-0.0326623871309195,1.0100000179679611,-0.0634056512284991,1.7614592812473688,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550677725566,2.0339284262211623,GENROU_5,8,GENROU_2,2
17,1,0.07,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000236459057,-0.0326623868660821,,,,,,,,Line_3,2,3,1.0,1.0300000236459057,-0.0326623868660821,1.010000018388416,-0.0634056509639491,1.7614592812638534,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550651848248,2.0339283789278406,GENROU_5,8,GENROU_2,2
18,1,0.075,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000242503795,-0.0326623864756821,,,,,,,,Line_3,2,3,1.0,1.0300000242503795,-0.0326623864756821,1.010000018971161,-0.0634056505571835,1.7614592803261644,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550625484266,2.0339283349757604,GENROU_5,8,GENROU_2,2
19,1,0.08,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000247070158,-0.0326623862116953,,,,,,,,Line_3,2,3,1.0,1.0300000247070158,-0.0326623862116953,1.0100000194140917,-0.0634056502855356,1.7614592798872195,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550603004326,2.0339282944318997,GENROU_5,8,GENROU_2,2
20,1,0.085,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000250529155,-0.0326623858927065,,,,,,,,Line_3,2,3,1.0,1.0300000250529155,-0.0326623858927065,1.0100000197502228,-0.0634056499478556,1.7614592788162895,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550580380474,2.033928258134439,GENROU_5,8,GENROU_2,2
21,1,0.09,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000025499264,-0.0326623857358909,,,,,,,,Line_3,2,3,1.0,1.030000025499264,-0.0326623857358909,1.0100000201896528,-0.0634056497944019,1.7614592790089034,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550562214912,2.033928226599117,GENROU_5,8,GENROU_2,2
22,1,0.095,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000257775557,-0.0326623856313583,,,,,,,,Line_3,2,3,1.0,1.0300000257775557,-0.0326623856313583,1.010000020476398,-0.0634056496919285,1.7614592791269104,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550546343013,2.0339281989872777,GENROU_5,8,GENROU_2,2
23,1,0.1,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000025912931,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.030000025912931,-0.0326623855201808,1.0100000206210886,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550545453278,2.0339281753630365,GENROU_5,8,GENROU_2,2
24,1,0.105,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000026019014,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.030000026019014,-0.0326623855201808,1.0100000207322193,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.47135505411789,2.033928156564951,GENROU_5,8,GENROU_2,2
25,1,0.11,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000026019014,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.030000026019014,-0.0326623855201808,1.0100000207322193,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550528510386,2.033928142039924,GENROU_5,8,GENROU_2,2
26,1,0.115,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000259120667,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.0300000259120667,-0.0326623855201808,1.0100000207322193,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550528510386,2.0339281308329675,GENROU_5,8,GENROU_2,2
27,1,0.12,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000259120667,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.0300000259120667,-0.0326623855201808,1.010000020629563,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550528510386,2.033928122184488,GENROU_5,8,GENROU_2,2
28,1,0.125,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000258055078,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.0300000258055078,-0.0326623855201808,1.010000020629563,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550528510386,2.033928115503064,GENROU_5,8,GENROU_2,2
29,1,0.13,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000258055078,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.0300000258055078,-0.0326623855201808,1.010000020523986,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550528510386,2.0339281103413107,GENROU_5,8,GENROU_2,2
30,1,0.135,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000256976616,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.0300000256976616,-0.0326623855201808,1.010000020523986,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550528510386,2.033928106361081,GENROU_5,8,GENROU_2,2
31,1,0.14,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000256976616,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.0300000256976616,-0.0326623855201808,1.010000020523986,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550528510386,2.033928103282543,GENROU_5,8,GENROU_2,2
32,1,0.145,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000255888695,-0.0326623855201808,,,,,,,,Line_3,2,3,1.0,1.0300000255888695,-0.0326623855201808,1.0100000204174795,-0.0634056495442938,1.7614592770380568,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.033928100900358,GENROU_5,8,GENROU_2,2
33,1,0.15,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000255888695,-0.0326623856208899,,,,,,,,Line_3,2,3,1.0,1.0300000255888695,-0.0326623856208899,1.0100000204174795,-0.0634056495442938,1.761459271267853,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.0339280990560504,GENROU_5,8,GENROU_2,2
34,1,0.155,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000254801114,-0.0326623856208899,,,,,,,,Line_3,2,3,1.0,1.0300000254801114,-0.0326623856208899,1.0100000204174795,-0.0634056496473726,1.761459277173827,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.033928097627119,GENROU_5,8,GENROU_2,2
35,1,0.16,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000254801114,-0.0326623856208899,,,,,,,,Line_3,2,3,1.0,1.0300000254801114,-0.0326623856208899,1.010000020310647,-0.0634056496473726,1.761459277173827,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.033928096519064,GENROU_5,8,GENROU_2,2
36,1,0.165,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000253713104,-0.0326623856208899,,,,,,,,Line_3,2,3,1.0,1.0300000253713104,-0.0326623856208899,1.010000020310647,-0.0634056496473726,1.761459277173827,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.0339280956587933,GENROU_5,8,GENROU_2,2
37,1,0.17,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000253713104,-0.0326623856208899,,,,,,,,Line_3,2,3,1.0,1.0300000253713104,-0.0326623856208899,1.010000020310647,-0.0634056496473726,1.761459277173827,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.0339280949899683,GENROU_5,8,GENROU_2,2
38,1,0.175,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000025263044,-0.0326623856208899,,,,,,,,Line_3,2,3,1.0,1.030000025263044,-0.0326623856208899,1.0100000202042454,-0.0634056496473726,1.761459277173827,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.0339280945543345,GENROU_5,8,GENROU_2,2
39,1,0.18,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000025263044,-0.0326623857231583,,,,,,,,Line_3,2,3,1.0,1.030000025263044,-0.0326623857231583,1.0100000202042454,-0.0634056496473726,1.761459271314294,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.0339280945543345,GENROU_5,8,GENROU_2,2
40,1,0.185,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000251550432,-0.0326623857231583,,,,,,,,Line_3,2,3,1.0,1.0300000251550432,-0.0326623857231583,1.0100000202042454,-0.0634056497493695,1.7614592771582809,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.471355052840809,2.0339280945543345,GENROU_5,8,GENROU_2,2
41,1,0.19,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000251550432,-0.0326623857231583,,,,,,,,Line_3,2,3,1.0,1.0300000251550432,-0.0326623857231583,1.0100000200983432,-0.0634056497493695,1.7614592771582809,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280944541973,GENROU_5,8,GENROU_2,2
42,1,0.195,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000250478267,-0.0326623857231583,,,,,,,,Line_3,2,3,1.0,1.0300000250478267,-0.0326623857231583,1.0100000200983432,-0.0634056497493695,1.7614592771582809,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280944541973,GENROU_5,8,GENROU_2,2
43,1,0.2,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000250478267,-0.0326623857231583,,,,,,,,Line_3,2,3,1.0,1.0300000250478267,-0.0326623857231583,1.0100000199934294,-0.0634056497493695,1.7614592771582809,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280944541973,GENROU_5,8,GENROU_2,2
44,1,0.205,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000249410175,-0.0326623858241123,,,,,,,,Line_3,2,3,1.0,1.0300000249410175,-0.0326623858241123,1.0100000199934294,-0.0634056497493695,1.7614592713740365,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280943532385,GENROU_5,8,GENROU_2,2
45,1,0.21,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000249410175,-0.0326623858241123,,,,,,,,Line_3,2,3,1.0,1.0300000249410175,-0.0326623858241123,1.0100000199934294,-0.0634056498499099,1.761459277134577,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280943532385,GENROU_5,8,GENROU_2,2
46,1,0.215,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000248350003,-0.0326623858241123,,,,,,,,Line_3,2,3,1.0,1.0300000248350003,-0.0326623858241123,1.0100000198892711,-0.0634056498499099,1.761459277134577,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280943532385,GENROU_5,8,GENROU_2,2
47,1,0.22,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000248350003,-0.0326623858241123,,,,,,,,Line_3,2,3,1.0,1.0300000248350003,-0.0326623858241123,1.0100000198892711,-0.0634056498499099,1.761459277134577,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280943532385,GENROU_5,8,GENROU_2,2
48,1,0.225,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000247339254,-0.0326623858241123,,,,,,,,Line_3,2,3,1.0,1.0300000247339254,-0.0326623858241123,1.0100000198892711,-0.0634056498499099,1.761459277134577,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280942510283,GENROU_5,8,GENROU_2,2
49,1,0.23,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000247339254,-0.0326623858241123,,,,,,,,Line_3,2,3,1.0,1.0300000247339254,-0.0326623858241123,1.0100000197880792,-0.0634056498499099,1.761459277134577,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550526846897,2.0339280930830577,GENROU_5,8,GENROU_2,2
50,1,0.235,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000024628916,-0.0326623858241123,,,,,,,,Line_3,2,3,1.0,1.030000024628916,-0.0326623858241123,1.0100000197880792,-0.0634056498499099,1.761459277134577,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550525394308,2.0339280917837925,GENROU_5,8,GENROU_2,2
51,1,0.24,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000024628916,-0.0326623859242988,,,,,,,,Line_3,2,3,1.0,1.030000024628916,-0.0326623859242988,1.0100000197880792,-0.0634056499502438,1.7614592771430182,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550525394308,2.0339280907761315,GENROU_5,8,GENROU_2,2
52,1,0.245,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000245241523,-0.0326623859242988,,,,,,,,Line_3,2,3,1.0,1.0300000245241523,-0.0326623859242988,1.0100000196851342,-0.0634056499502438,1.7614592771430182,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550525394308,2.0339280899937893,GENROU_5,8,GENROU_2,2
53,1,0.25,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.0300000245241523,-0.0326623859242988,,,,,,,,Line_3,2,3,1.0,1.0300000245241523,-0.0326623859242988,1.0100000196851342,-0.0634056499502438,1.7614592771430182,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550525394308,2.033928089371381,GENROU_5,8,GENROU_2,2
54,1,0.255,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000024419662,-0.0326623859242988,,,,,,,,Line_3,2,3,1.0,1.030000024419662,-0.0326623859242988,1.010000019582583,-0.0634056499502438,1.7614592771430182,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550525394308,2.0339280878864354,GENROU_5,8,GENROU_2,2
55,1,0.26,0.005,0.001,NEXT_STEP,0,0.0360271933819342,0.0169817966346775,1.030000024419662,-0.0326623859242988,,,,,,,,Line_3,2,3,1.0,1.030000024419662,-0.0326623859242988,1.010000019582583,-0.0634056499502438,1.7614592771430182,Line_3,2,3,1.0,11.664097904458096,63.50034463342252,51.836246728964426,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4713550525394308,2.033928086630671,GENROU_5,8,GENROU_2,2
